회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01220010]매출원가(*)(연결)(천원),[U01221340]매출총이익(손실)(연결)(천원),[U01222170]판매비와관리비(영업비용)(*)(연결)(천원),[U01230000]영업이익(손실)(연결)(천원),[U01290000]법인세비용차감전(계속사업)손익(연결)(천원),[U01290100](계속사업손익)법인세비용(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원)
(주)미래엔에듀파트너,208890,2016/12,18889978,11147643,7742335,685042,685042,622686,307258,14269862,8766103,5503759,494209,494209,451565,307057,18889978,11147643,7742335,7057294,685042,622686,307258,14269862,8766103,5503759,5009551,494209,451565
(주)미래엔에듀파트너,208890,2017/12,19236149,11812267,7423882,408437,408437,376175,89134,14216396,8473860,5742536,362326,362326,342842,20008,19236149,11812267,7423882,7015445,408437,376175,89134,14216396,8473860,5742536,5380210,362326,342842
(주)미래엔에듀파트너,208890,2018/12,18027126,11148783,6878343,590827,590827,550948,131881,13968202,8670305,5297897,620548,620548,588926,110959,18027126,11148783,6878343,6287515,590827,550948,131881,13968202,8670305,5297897,4677350,620548,588926
(주)미래엔에듀파트너,208890,2019/12,18671409,12506822,6164587,358653,358653,403985,47691,15018544,10204626,4813918,177547,177547,190993,31519,18671409,12506822,6164587,5805934,358653,403985,47691,15018544,10204626,4813918,4636371,177547,190993
(주)미래엔에듀파트너,208890,2020/12,5684796,4300805,1383991,-4199285,-4199285,-4502527,-862085,4358565,3409875,948690,-3684308,-3684308,-3954713,-864977,5684796,4300805,1383991,5583276,-4199285,-4502527,-862085,4358565,3409875,948690,4632998,-3684308,-3954713
(주)미래엔에듀파트너,208890,2021/12,8303999,7376407,927592,-3299724,-3299724,-3920149,153487,6628767,6233204,395563,-3269063,-3269063,-3911384,149451,8303999,7376407,927592,4227316,-3299724,-3920149,153487,6628767,6233204,395563,3664626,-3269063,-3911384
(주)미래엔에듀파트너,208890,2022/12,13496333,10156514,3339819,-594378,-594378,-645666,300381,12026104,9356417,2669688,-718311,-718311,-537746,300381,13496333,10156514,3339819,3934197,-594378,-645666,300381,12026104,9356417,2669688,3387998,-718311,-537746
(주)바스칸바이오제약,354390,2022/12,,,,,,,,26797640,20477609,6320031,261165,261165,167673,0,,,,,,,,26797640,20477609,6320031,6058865,261165,167673
(주)바이오인프라생명과학,266470,2020/12,1042994,583020,459974,-4092757,-4092757,-4524428,0,1042994,583020,459974,-4092757,-4092757,-4524428,0,1042994,583020,459974,4552731,-4092757,-4524428,0,1042994,583020,459974,4552731,-4092757,-4524428
(주)바이오인프라생명과학,266470,2021/12,,,,,,,,1426440,543889,882551,-4321414,-4321414,-2447669,0,,,,,,,,1426440,543889,882551,5203965,-4321414,-2447669
(주)바이오인프라생명과학,266470,2022/12,,,,,,,,1492138,433107,1059032,-1996573,-1996573,-1455362,0,,,,,,,,1492138,433107,1059032,3055605,-1996573,-1455362
(주)바이오프로테크,199290,2016/12,,,,,,,,,,,,,,,,,,,,,,21243062,16738634,4504428,6098314,-1593886,-2639547
(주)바이오프로테크,199290,2017/12,,,,,,,,,,,,,,,,,,,,,,17992680,14976041,3016639,3957226,-940587,-5199154
(주)바이오프로테크,199290,2018/12,,,,,,,,,,,,,,,,,,,,,,20501563,16027130,4474433,3191116,1283318,51717
(주)바이오프로테크,199290,2019/12,,,,,,,,,,,,,,,,,,,,,,12470748,16160403,-3689656,4378336,-8067991,-20201572
(주)바이오프로테크,199290,2020/12,,,,,,,,,,,,,,,,,,,,,,12788111,12222849,565263,3680384,-3115121,-4713450
(주)바이오프로테크,199290,2021/12,,,,,,,,,,,,,,,,,,,,,,18110817,14601995,3508822,3251305,257517,-2600815
(주)바이오프로테크,199290,2022/12,,,,,,,,,,,,,,,36273596,27840803,8432794,7697983,734811,2806071,1339158,30902928,23970922,6932007,4098041,2833965,4212648
(주)볼빅,206950,2015/12,,,,,,,,,,,,,,,,,,,,,,28763788,13304631,15459156,14109180,1349977,48991
(주)볼빅,206950,2016/12,,,,,,,,,,,,,,,,,,,,,,31433597,15415786,16017811,15228369,789442,724248
(주)볼빅,206950,2017/12,,,,,,,,,,,,,,,,,,,,,,42329808,21377776,20952032,19962347,989685,-2144341
(주)볼빅,206950,2018/12,,,,,,,,,,,,,,,,,,,,,,43697670,24305588,19392082,17916523,1475559,3770179
(주)볼빅,206950,2019/12,,,,,,,,,,,,,,,,,,,,,,42505667,26253676,16251991,20686526,-4434535,-7302842
(주)볼빅,206950,2020/12,,,,,,,,,,,,,,,,,,,,,,37817259,24934647,12882612,15088323,-2205711,-2802672
(주)볼빅,206950,2021/12,,,,,,,,,,,,,,,,,,,,,,47337146,34818025,12519122,13700257,-1181136,-3779401
(주)볼빅,206950,2022/12,,,,,,,,,,,,,,,51465017,39477449,11987568,17966072,-5978505,-11556096,21070,48437067,36952541,11484525,14454165,-2969640,-9989352
(주)블루탑,191600,2016/12,,,,,,,,25243460,20652487,4590973,1062396,1062396,1329340,178691,,,,,,,,25243460,20652487,4590973,3528577,1062396,1329340
(주)블루탑,191600,2017/12,,,,,,,,20363372,17451297,2912075,-562746,-562746,-244704,297813,,,,,,,,20363372,17451297,2912075,3474821,-562746,-244704
(주)블루탑,191600,2018/12,,,,,,,,23657395,19844167,3813228,383516,383516,156197,-442229,,,,,,,,23657395,19844167,3813228,3429712,383516,156197
(주)블루탑,191600,2019/12,,,,,,,,31557152,26913000,4644152,896557,896557,561440,124719,,,,,,,,31557152,26913000,4644152,3747595,896557,561440
(주)블루탑,191600,2020/12,,,,,,,,27844207,26407474,1436733,-2165389,-2165389,-2435238,-356211,,,,,,,,27844207,26407474,1436733,3602122,-2165389,-2435238
(주)블루탑,191600,2021/12,,,,,,,,31079688,29551559,1528129,-2026054,-2026054,-2514345,-865107,,,,,,,,31079688,29551559,1528129,3554184,-2026054,-2514345
(주)블루탑,191600,2022/12,,,,,,,,41212321,36379506,4832814,970609,970609,529329,-76567,,,,,,,,41212321,36379506,4832814,3862205,970609,529329
(주)비엘헬스케어,086220,2015/12,,,,,,,,39292130,34127838,5164293,1693658,1693658,-2507827,-475539,,,,,,,,39292130,34127838,5164293,3470635,1693658,-2507827
(주)비엘헬스케어,086220,2016/12,,,,,,,,39735740,34647705,5088035,2033225,2033226,684058,-8152,,,,,,,,39735740,34647705,5088035,3054809,2033226,684058
(주)비엘헬스케어,086220,2017/12,,,,,,,,48401510,40835204,7566306,4346390,4346390,2633843,403704,,,,,,,,48401510,40835204,7566306,3219916,4346390,2633843
(주)비엘헬스케어,086220,2018/12,,,,,,,,53091876,47245573,5846303,1780625,1780625,532944,98436,,,,,,,,53091876,47245573,5846303,4065678,1780625,532944
(주)비엘헬스케어,086220,2019/12,,,,,,,,27935020,27872247,62773,-3239038,-3239038,-13284609,354975,,,,,,,,27935020,27872247,62773,3301810,-3239038,-13284609
(주)비엘헬스케어,086220,2020/12,,,,,,,,40467479,37985510,2481969,-1035494,-1035494,3496136,8866,,,,,,,,40467479,37985510,2481969,3517463,-1035494,3496136
(주)비엘헬스케어,086220,2021/12,,,,,,,,57773161,53371921,4401240,848247,848247,258334,-180166,,,,,,,,57773161,53371921,4401240,3552993,848247,258334
(주)비엘헬스케어,086220,2022/12,,,,,,,,63917218,59068782,4848436,1564939,1564939,768313,67385,,,,,,,,63917218,59068782,4848436,3283497,1564939,768313
(주)셀젠텍,258250,2016/12,,,,,,,,,,,,,,,,,,,,,,7526418,5959196,1567222,945879,621343,598093
(주)셀젠텍,258250,2017/12,,,,,,,,,,,,,,,,,,,,,,10756648,8354146,2402502,1523183,879319,841324
(주)셀젠텍,258250,2018/12,,,,,,,,,,,,,,,,,,,,,,14035653,10973337,3062316,1697260,1365056,1161273
(주)셀젠텍,258250,2019/12,,,,,,,,,,,,,,,,,,,,,,14857341,11149748,3707593,2816098,891495,471877
(주)셀젠텍,258250,2020/12,,,,,,,,18447980,12095418,6352562,940660,940660,1481733,-69275,,,,,,,,18447980,12095418,6352562,5411902,940660,1481733
(주)셀젠텍,258250,2021/12,,,,,,,,19582224,12635983,6946241,1195679,1195679,2010236,-96288,,,,,,,,19582224,12635983,6946241,5750562,1195679,2010236
(주)셀젠텍,258250,2022/12,,,,,,,,21126450,13734644,7391806,1085408,1085408,1629329,184401,,,,,,,,21126450,13734644,7391806,6306398,1085408,1629329
(주)썬테크,217320,2015/12,,,,,,,,,,,,,,,,,,,,,,13353329,10401820,2951509,2713089,238421,125293
(주)썬테크,217320,2016/12,,,,,,,,,,,,,,,,,,,,,,17501016,14615577,2885438,2086103,799335,533371
(주)썬테크,217320,2017/12,,,,,,,,,,,,,,,,,,,,,,15066331,12478855,2587476,2167209,420267,302957
(주)썬테크,217320,2018/12,,,,,,,,,,,,,,,,,,,,,,16661962,14549707,2112256,3030615,-918359,-2081833
(주)썬테크,217320,2019/12,,,,,,,,,,,,,,,,,,,,,,23344617,19691568,3653049,3197364,455684,-10363
(주)썬테크,217320,2020/12,,,,,,,,,,,,,,,,,,,,,,20700488,17682051,3018437,2659098,359339,138219
(주)썬테크,217320,2021/12,,,,,,,,,,,,,,,,,,,,,,16794341,13907567,2886774,2494751,392023,447166
(주)썬테크,217320,2022/12,,,,,,,,,,,,,,,27096484,23547881,3548603,3729598,-180995,-377490,18051,21761632,19080814,2680818,2623665,57153,-377490
(주)씨알푸드,236030,2017/12,,,,,,,,,,,,,,,,,,,,,,17244167,11940800,5303367,2917978,2385388,1933849
(주)씨알푸드,236030,2018/12,,,,,,,,,,,,,,,,,,,,,,16546904,12071228,4475676,3585742,889934,236437
(주)씨알푸드,236030,2019/12,,,,,,,,,,,,,,,,,,,,,,16934036,12715875,4218161,3980151,238010,91205
(주)씨알푸드,236030,2020/12,,,,,,,,,,,,,,,,,,,,,,16088621,13058247,3030374,4542204,-1511830,-2295619
(주)씨알푸드,236030,2021/12,,,,,,,,,,,,,,,,,,,,,,15678723,12751240,2927482,4370387,-1442905,-1525343
(주)씨알푸드,236030,2022/12,,,,,,,,,,,,,,,,,,,,,,18406301,15159875,3246426,4911211,-1664785,-3330164
(주)씨앗,103660,2015/12,,,,,,,,,,,,,,,,,,,,,,16557027,13743915,2813112,3504811,-691700,-2241517
(주)씨앗,103660,2016/12,,,,,,,,,,,,,,,,,,,,,,22037142,17022626,5014516,3360347,1654169,566305
(주)씨앗,103660,2017/12,,,,,,,,,,,,,,,,,,,,,,27570053,20668736,6901317,4178584,2722732,-2903191
(주)씨앗,103660,2018/12,,,,,,,,,,,,,,,,,,,,,,21501625,18225078,3276547,3217248,59299,-1685889
(주)씨앗,103660,2019/12,,,,,,,,,,,,,,,,,,,,,,25528504,21249090,4279414,3789653,489762,-2071606
(주)씨앗,103660,2020/12,19687639,18038170,1649470,-1847452,-1847452,-4403952,-111995,19687639,18143320,1544319,-1740207,-1740207,-4270896,-111995,19687639,18038170,1649470,3496922,-1847452,-4403952,-111995,19687639,18143320,1544319,3284526,-1740207,-4270896
(주)씨앗,103660,2021/12,18662136,15908592,2753545,-779479,-779479,-2537684,0,18662136,16418861,2243275,-568220,-568220,-2411833,0,18662136,15908592,2753545,3533024,-779479,-2537684,0,18662136,16418861,2243275,2811496,-568220,-2411833
(주)씨앗,103660,2022/12,23226869,18602728,4624141,437328,437328,-630837,-87890,23226869,19191496,4035373,681495,681495,-569538,-75277,23226869,18602728,4624141,4186813,437328,-630837,-87890,23226869,19191496,4035373,3353878,681495,-569538
(주)씨앤에스링크,245450,2016/12,,,,,,,,,,,,,,,,,,,,,,19741492,15516112,4225380,4152507,72873,-907503
(주)씨앤에스링크,245450,2017/12,,,,,,,,,,,,,,,,,,,,,,21961853,18051486,3910367,4145839,-235472,-596959
(주)씨앤에스링크,245450,2018/12,,,,,,,,,,,,,,,,,,,,,,31402319,26488087,4914232,4358412,555820,216644
(주)씨앤에스링크,245450,2019/12,,,,,,,,,,,,,,,,,,,,,,25297395,22014866,3282528,4492087,-1209558,-1763614
(주)씨앤에스링크,245450,2020/12,,,,,,,,,,,,,,,,,,,,,,22333853,16640070,5693783,4936589,757194,555908
(주)씨앤에스링크,245450,2021/12,,,,,,,,,,,,,,,,,,,,,,23098155,17492582,5605573,5250571,355003,108702
(주)씨앤에스링크,245450,2022/12,,,,,,,,,,,,,,,,,,,,,,19991209,15476726,4514483,4662239,-147757,-412588
(주)씨엔티드림,286000,2020/12,,,,,,,,,,,,,,,,,,,,,,20913215,19332699,1580516,6689128,-5108613,-6057116
(주)씨엔티드림,286000,2021/12,,,,,,,,,,,,,,,,,,,,,,14736591,11649613,3086978,6222947,-3135968,-3361433
(주)씨엔티드림,286000,2022/12,,,,,,,,,,,,,,,,,,,,,,12298337,12752856,-454518,2981071,-3435589,-7864204
(주)아이오바이오,447690,2022/12,,,,,,,,,,,,,,,1191396,673218,518177,2438364,-1920187,-1515055,0,1191396,673218,518177,2438364,-1920187,-1515055
(주)안지오랩,251280,2016/12,,,,,,,,,,,,,,,,,,,,,,500114,222104,278009,1258874,-980865,-938952
(주)안지오랩,251280,2017/12,,,,,,,,,,,,,,,,,,,,,,1188859,576921,611938,1343889,-731951,-1516886
(주)안지오랩,251280,2018/12,,,,,,,,6104380,3827607,2276773,27419,27419,-9268573,0,,,,,,,,6104380,3827607,2276773,2249355,27419,-9268573
(주)안지오랩,251280,2019/12,,,,,,,,1654528,1069732,584796,-3263415,-3263415,-8083799,0,,,,,,,,1654528,1069732,584796,3848211,-3263415,-8083799
(주)안지오랩,251280,2020/12,,,,,,,,315545,1514602,-1199057,-5673798,-5673798,-850365,0,,,,,,,,315545,1514602,-1199057,4474741,-5673798,-850365
(주)안지오랩,251280,2021/12,,,,,,,,884958,138517,746442,-2084734,-2084734,-2069925,0,,,,,,,,884958,138517,746442,2831176,-2084734,-2069925
(주)안지오랩,251280,2022/12,,,,,,,,1005561,183136,822425,-2092188,-2092188,-2011162,0,,,,,,,,1005561,183136,822425,2914613,-2092188,-2011162
(주)엄지하우스,224810,2015/12,,,,,,,,,,,,,,,,,,,,,,65707258,58237250,7470008,4973592,2496416,2649485
(주)엄지하우스,224810,2016/12,,,,,,,,77564845,71406871,6157974,-293258,-293258,-193596,-17323,,,,,,,,77564845,71406871,6157974,6451232,-293258,-193596
(주)엄지하우스,224810,2017/12,,,,,,,,96654987,87330209,9324778,3961096,3961096,3510882,754557,,,,,,,,96654987,87330209,9324778,5363682,3961096,3510882
(주)엄지하우스,224810,2018/12,,,,,,,,92435915,80767535,11668380,2884317,2884317,2959759,699065,,,,,,,,92435915,80767535,11668380,8784064,2884317,2959759
(주)엄지하우스,224810,2019/12,,,,,,,,71814764,63237883,8576880,2903500,2903500,2641097,608408,,,,,,,,71814764,63237883,8576880,5673380,2903500,2641097
(주)엄지하우스,224810,2020/12,,,,,,,,69344130,59416782,9927349,2564316,2564316,4399595,868248,,,,,,,,69344130,59416782,9927349,7363032,2564316,4399595
(주)엄지하우스,224810,2021/12,,,,,,,,90186857,81312367,8874490,935766,935766,496763,-158227,,,,,,,,90186857,81312367,8874490,7938724,935766,496763
(주)엄지하우스,224810,2022/12,,,,,,,,36509676,36302262,207414,-8317453,-8317453,-9688476,-32549,,,,,,,,36509676,36302262,207414,8524867,-8317453,-9688476
(주)에스알바이오텍,270210,2017/12,,,,,,,,,,,,,,,,,,,,,,663217,417231,245986,1161614,-915628,-1103138
(주)에스알바이오텍,270210,2018/12,,,,,,,,,,,,,,,,,,,,,,1004135,739957,264178,1135014,-870836,-1009778
(주)에스알바이오텍,270210,2019/12,,,,,,,,,,,,,,,,,,,,,,1219130,998115,221015,736606,-515591,-694530
(주)에스알바이오텍,270210,2020/12,,,,,,,,,,,,,,,,,,,,,,1685382,1679554,5828,1210284,-1204456,-1335935
(주)에스알바이오텍,270210,2021/12,,,,,,,,,,,,,,,,,,,,,,5681249,4711522,969727,1363798,-394071,-545662
(주)에스알바이오텍,270210,2022/12,,,,,,,,,,,,,,,,,,,,,,7411638,6271191,1140447,1943847,-803400,-956920
(주)에스엘테라퓨틱스,258540,2016/12,,,,,,,,,,,,,,,,,,,,,,1498045,735918,762126,2758969,-1996843,-2105638
(주)에스엘테라퓨틱스,258540,2017/12,,,,,,,,,,,,,,,,,,,,,,1304392,1099810,204582,4379933,-4175351,-4335849
(주)에스엘테라퓨틱스,258540,2018/12,,,,,,,,,,,,,,,,,,,,,,1724757,979091,745666,3856505,-3110839,-3212631
(주)에스엘테라퓨틱스,258540,2019/12,,,,,,,,,,,,,,,,,,,,,,1238471,731306,507165,5175997,-4668832,-5255441
(주)에스엘테라퓨틱스,258540,2020/12,,,,,,,,,,,,,,,,,,,,,,981173,590617,390556,3994447,-3603891,-3864455
(주)에스엘테라퓨틱스,258540,2021/12,,,,,,,,,,,,,,,,,,,,,,693978,299554,394423,6659125,-6264702,-6709095
(주)에스엘테라퓨틱스,258540,2022/12,,,,,,,,,,,,,,,,,,,,,,231191,136609,94582,1938097,-1843515,-2437100
(주)에스엠비나,299670,2018/12,,,,,,,,,,,,,,,,,,,,,,15790247,9453322,6336925,3272312,3064613,3039957
(주)에스엠비나,299670,2019/12,,,,,,,,21411171,12832879,8578292,3922299,3922299,3383869,853767,,,,,,,,21411171,12832879,8578292,4655993,3922299,3383869
(주)에스엠비나,299670,2020/12,,,,,,,,23513894,12599850,10914044,7055543,7055543,5598856,1533741,,,,,,,,23513894,12599850,10914044,3858501,7055543,5598856
(주)에스엠비나,299670,2021/12,,,,,,,,3992441,1363730,2628711,-121984,-121984,-259849,-379809,,,,,,,,3992441,1363730,2628711,2750696,-121984,-259849
(주)에스엠비나,299670,2022/12,,,,,,,,0,0,0,-2043754,-2043754,-2303551,791948,,,,,,,,0,0,0,2043754,-2043754,-2303551
(주)에스제이켐,217910,2018/12,,,,,,,,,,,,,,,,,,,,,,8917348,6185869,2731478,2073552,657926,246242
(주)에스제이켐,217910,2019/12,,,,,,,,,,,,,,,,,,,,,,9214486,6271296,2943190,2329277,613913,195233
(주)에스제이켐,217910,2020/12,,,,,,,,,,,,,,,,,,,,,,8824388,5927918,2896470,2311368,585102,198761
(주)에스제이켐,217910,2021/12,,,,,,,,,,,,,,,,,,,,,,9752681,8035609,1717072,2968841,-1251769,-1585559
(주)에스제이켐,217910,2022/12,,,,,,,,,,,,,,,,,,,,,,10692409,7843841,2848567,3130149,-281581,-701051
(주)에스케이씨에스,224020,2016/12,,,,,,,,,,,,,,,,,,,,,,21245334,18339973,2905361,2373979,531383,509758
(주)에스케이씨에스,224020,2017/12,,,,,,,,,,,,,,,,,,,,,,18525456,16910909,1614548,2628897,-1014349,-5224991
(주)에스케이씨에스,224020,2018/12,,,,,,,,20867917,18851669,2016248,-101027,-101027,-1045861,0,,,,,,,,20867917,18851669,2016248,2117276,-101027,-1045861
(주)에스케이씨에스,224020,2019/12,,,,,,,,18512085,15966031,2546055,245902,245902,-83081,0,,,,,,,,18512085,15966031,2546055,2300152,245902,-83081
(주)에스케이씨에스,224020,2020/12,,,,,,,,15657440,13980612,1676828,-299634,-299634,-2320427,0,,,,,,,,15657440,13980612,1676828,1976463,-299634,-2320427
(주)에스케이씨에스,224020,2021/12,,,,,,,,17068806,14574098,2494708,460285,460285,30193,0,,,,,,,,17068806,14574098,2494708,2034423,460285,30193
(주)에스케이씨에스,224020,2022/12,,,,,,,,16064766,14823040,1241727,-1497549,-1497549,-4056183,0,,,,,,,,16064766,14823040,1241727,2739275,-1497549,-4056183
(주)에이아이더뉴트리진,311960,2022/12,7278033,4187601,3090432,-1341801,-1341801,-1452565,-472378,7274033,4187601,3086432,-1182088,-1182088,-1253193,-472378,7278033,4187601,3090432,4432234,-1341801,-1452565,-472378,7274033,4187601,3086432,4268520,-1182088,-1253193
(주)에이원알폼,234070,2015/12,27938643,18115695,9822948,6604783,6604783,2579406,899207,27938217,19597893,8340324,5996924,5996924,1844911,205000,27938643,18115695,9822948,3218164,6604783,2579406,899207,27938217,19597893,8340324,2343400,5996924,1844911
(주)에이원알폼,234070,2016/12,41671294,25618819,16052475,12088549,12088549,9168115,1795477,40559870,26105758,14454112,11627508,11627508,9007381,1634744,41671294,25618819,16052475,3963925,12088549,9168115,1795477,40559870,26105758,14454112,2826604,11627508,9007381
(주)에이원알폼,234070,2017/12,40570772,27015801,13554971,9987261,9987261,4991773,341033,40570772,28511191,12059582,8944316,8944316,4715195,64454,40570772,27015801,13554971,3567711,9987261,4991773,341033,40570772,28511191,12059582,3115265,8944316,4715195
(주)에이원알폼,234070,2018/12,,,,,,,,35000745,26876105,8124640,4656532,4656532,484706,-863376,,,,,,,,35000745,26876105,8124640,3468108,4656532,484706
(주)에이원알폼,234070,2019/12,,,,,,,,32906602,27894524,5012079,1191585,1191586,-953373,253592,,,,,,,,32906602,27894524,5012079,3820493,1191586,-953373
(주)에이원알폼,234070,2020/12,,,,,,,,31500360,27691039,3809320,133260,133260,-9332781,497878,,,,,,,,31500360,27691039,3809320,3676060,133260,-9332781
(주)에이원알폼,234070,2021/12,,,,,,,,20057061,28953043,-8895983,-11555083,-11555083,-12998790,-935852,,,,,,,,20057061,28953043,-8895983,2659100,-11555083,-12998790
(주)에이원알폼,234070,2022/12,,,,,,,,36089165,29996733,6092432,2671591,2671591,9167918,-1363494,,,,,,,,36089165,29996733,6092432,3420842,2671591,9167918
(주)엔솔바이오사이언스,140610,2018/12,399893,338458,61435,-3823489,-3823489,-3863089,-61624,399893,338458,61435,-3812088,-3812088,-3849397,-61624,399893,338458,61435,3884924,-3823489,-3863089,-61624,399893,338458,61435,3873523,-3812088,-3849397
(주)엔솔바이오사이언스,140610,2019/12,469902,296168,173734,-5198615,-5198615,-4486667,23639,469902,296168,173734,-5196035,-5196035,-4482331,23639,469902,296168,173734,5372349,-5198615,-4486667,23639,469902,296168,173734,5369769,-5196035,-4482331
(주)엔솔바이오사이언스,140610,2020/12,,,,,,,,588452,164300,424153,-7003016,-7003016,-10131208,35991,,,,,,,,588452,164300,424153,7427169,-7003016,-10131208
(주)엔솔바이오사이언스,140610,2021/12,,,,,,,,368757,255584,113174,-7953130,-7953130,-9675754,124013,,,,,,,,368757,255584,113174,8066304,-7953130,-9675754
(주)엔솔바이오사이언스,140610,2022/12,,,,,,,,859515,111736,747779,-8139142,-8139142,-4963625,-49057,,,,,,,,859515,111736,747779,8886921,-8139142,-4963625
(주)엔에스엠,238170,2019/12,52359998,45177128,7182870,1905819,1905819,1641109,137074,19954464,15368338,4586126,2844156,2844156,842431,0,52359998,45177128,7182870,5277051,1905819,1641109,137074,19954464,15368338,4586126,1741970,2844156,842431
(주)엔에스엠,238170,2020/12,51164623,44431079,6733545,3218098,3218098,2491025,-458638,20364996,16396577,3968419,2696686,2696686,2169453,-609191,51164623,44431079,6733545,3515446,3218098,2491025,-458638,20364996,16396577,3968419,1271732,2696686,2169453
(주)엔에스엠,238170,2021/12,53185873,46819930,6365942,1314209,1314209,-430922,122436,15178180,12306387,2871793,1410395,1410395,-189755,-64732,53185873,46819930,6365942,5051734,1314209,-430922,122436,15178180,12306387,2871793,1461398,1410395,-189755
(주)엔에스엠,238170,2022/12,50147694,44770461,5377233,296291,296291,-285805,-370147,13456303,12070969,1385334,71038,71038,-1200787,-290574,50147694,44770461,5377233,5080942,296291,-285805,-370147,13456303,12070969,1385334,1314295,71038,-1200787
(주)엔지브이아이,093510,2019/12,,,,,,,,,,,,,,,,,,,,,,5237200,3944886,1292314,1148464,143850,80299
(주)엔지브이아이,093510,2020/12,,,,,,,,,,,,,,,,,,,,,,3474580,2675763,798817,1062630,-263813,-268369
(주)엔지브이아이,093510,2021/12,,,,,,,,,,,,,,,,,,,,,,1130248,1041654,88594,1260929,-1172335,-987024
(주)엔지브이아이,093510,2022/12,,,,,,,,,,,,,,,,,,,,,,869415,1711240,-841825,1277064,-2118888,-1745479
(주)엘리비젼,276240,2018/12,,,,,,,,,,,,,,,,,,,,,,2955583,2494408,461175,1462958,-1001783,-976937
(주)엘리비젼,276240,2019/12,,,,,,,,,,,,,,,,,,,,,,2901170,2696316,204854,1894721,-1689868,-2524889
(주)엘리비젼,276240,2020/12,,,,,,,,,,,,,,,,,,,,,,3522040,3441128,80912,1497596,-1416685,-1953069
(주)엘리비젼,276240,2021/12,,,,,,,,,,,,,,,,,,,,,,4083087,3516739,566349,1245317,-678968,-625117
(주)엘리비젼,276240,2022/12,,,,,,,,,,,,,,,,,,,,,,3320682,2566004,754678,1232378,-477701,-528604
(주)엘에이티,311060,2018/12,,,,,,,,,,,,,,,,,,,,,,10145070,8340264,1804806,1249668,555138,476805
