회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01220010]매출원가(*)(연결)(천원),[U01221340]매출총이익(손실)(연결)(천원),[U01222170]판매비와관리비(영업비용)(*)(연결)(천원),[U01230000]영업이익(손실)(연결)(천원),[U01290000]법인세비용차감전(계속사업)손익(연결)(천원),[U01290100](계속사업손익)법인세비용(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원)
(주)엘에이티,311060,2019/12,,,,,,,,,,,,,,,,,,,,,,10793102,8836840,1956261,2037521,-81260,-133656
(주)엘에이티,311060,2020/12,,,,,,,,,,,,,,,,,,,,,,11062380,7982808,3079572,2430129,649442,443727
(주)엘에이티,311060,2021/12,,,,,,,,,,,,,,,,,,,,,,9389327,7877484,1511843,2487673,-975830,-981763
(주)엘에이티,311060,2022/12,,,,,,,,16887886,12024585,4863302,1703657,1703657,1041501,-92779,,,,,,,,16887886,12024585,4863302,3159645,1703657,1041501
(주)원포유,122830,2020/12,,,,,,,,,,,,,,,,,,,,,,6865224,4165712,2699513,1414216,1285297,1177863
(주)원포유,122830,2021/12,,,,,,,,,,,,,,,,,,,,,,8957570,4413608,4543962,1970269,2573693,2708748
(주)원포유,122830,2022/12,,,,,,,,5772309,3982943,1789366,-18230,-18230,170331,-28007,,,,,,,,5772309,3982943,1789366,1807596,-18230,170331
(주)유엑스엔,337840,2019/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,1235032,-1235032,-1326059
(주)유엑스엔,337840,2020/12,,,,,,,,,,,,,,,,,,,,,,20000,20000,0,2362448,-2362448,-2935459
(주)유엑스엔,337840,2021/12,,,,,,,,,,,,,,,,,,,,,,56364,26157,30207,3062479,-3032272,-3138417
(주)유엑스엔,337840,2022/12,,,,,,,,,,,,,,,,,,,,,,107350,86168,21182,5334565,-5313383,-5474486
(주)이노벡스,279060,2019/12,,,,,,,,,,,,,,,,,,,,,,6649746,5124166,1525580,1381666,143914,37026
(주)이노벡스,279060,2020/12,,,,,,,,4389488,4299857,89631,-1948012,-1948012,-5320893,0,,,,,,,,4389488,4299857,89631,2037642,-1948012,-5320893
(주)이노벡스,279060,2021/12,,,,,,,,3093537,2704177,389361,-2779668,-2779668,-2501169,9508,,,,,,,,3093537,2704177,389361,3169029,-2779668,-2501169
(주)이노벡스,279060,2022/12,,,,,,,,8072863,6309212,1763650,-2029520,-2029520,-2319722,0,,,,,,,,8072863,6309212,1763650,3793170,-2029520,-2319722
(주)이앤에치,341310,2019/12,16523053,12461243,4061810,1489900,1489899,-3480993,138847,16371486,12306127,4065360,1496918,1496917,-3473981,138847,16523053,12461243,4061810,2571911,1489899,-3480993,138847,16371486,12306127,4065360,2568443,1496917,-3473981
(주)이앤에치,341310,2020/12,44592822,21834054,22758768,19112079,19112079,14686957,1540430,44828809,21892260,22936550,19313222,19313222,14884339,1540430,44592822,21834054,22758768,3646689,19112079,14686957,1540430,44828809,21892260,22936550,3623327,19313222,14884339
(주)이앤에치,341310,2021/12,18573401,16142752,2430650,-978236,-978236,4192052,388826,18424243,16150555,2273688,-1427570,-1427570,3789935,388826,18573401,16142752,2430650,3408885,-978236,4192052,388826,18424243,16150555,2273688,3701258,-1427570,3789935
(주)이앤에치,341310,2022/12,13390598,16358958,-2968359,-5917805,-5917805,-13019197,238589,13190192,16310662,-3120469,-5643645,-5643645,-12710576,238589,13390598,16358958,-2968359,2949446,-5917805,-13019197,238589,13190192,16310662,-3120469,2523176,-5643645,-12710576
(주)이엠비,278990,2017/12,24666148,19733162,4932986,341843,341843,393895,-91929,22192555,17512805,4679749,985877,985877,-212971,-77897,24666148,19733162,4932986,4591142,341843,393895,-91929,22192555,17512805,4679749,3693873,985877,-212971
(주)이엠비,278990,2018/12,21992626,18742661,3249965,-165294,-165294,-206513,20243,19374538,17126278,2248260,-79981,-79981,-349148,20243,21992626,18742661,3249965,3415260,-165294,-206513,20243,19374538,17126278,2248260,2328241,-79981,-349148
(주)이엠비,278990,2019/12,27026192,23131657,3894535,955865,955865,600660,477116,24745471,21662350,3083120,437274,437274,489470,317516,27026192,23131657,3894535,2938671,955865,600660,477116,24745471,21662350,3083120,2645846,437274,489470
(주)이엠비,278990,2020/12,29162086,23538036,5624050,1793609,1793609,693034,-163679,27934126,22526277,5407849,1776473,1776473,1120862,-105601,29162086,23538036,5624050,3830442,1793609,693034,-163679,27934126,22526277,5407849,3631376,1776473,1120862
(주)이엠비,278990,2021/12,26027109,21305304,4721805,920722,920722,1922002,392712,24678170,20354431,4323738,613415,613415,1551300,439662,26027109,21305304,4721805,3801084,920722,1922002,392712,24678170,20354431,4323738,3710323,613415,1551300
(주)이엠비,278990,2022/12,24281641,19447338,4834303,1815837,1815837,1291121,99378,22552743,18508197,4044546,1090165,1090165,201832,-194668,24281641,19447338,4834303,3018467,1815837,1291121,99378,22552743,18508197,4044546,2954381,1090165,201832
(주)제노텍,066830,2016/12,,,,,,,,5628626,4249315,1379311,-500676,-500676,-858579,0,,,,,,,,5628626,4249315,1379311,1879987,-500676,-858579
(주)제노텍,066830,2017/12,,,,,,,,5294418,5207182,87236,-1616887,-1616887,-3138603,0,,,,,,,,5294418,5207182,87236,1704123,-1616887,-3138603
(주)제노텍,066830,2018/12,,,,,,,,3106638,1723233,1383405,-98316,-98316,1224517,0,,,,,,,,3106638,1723233,1383405,1481721,-98316,1224517
(주)제노텍,066830,2019/12,,,,,,,,2967891,1417745,1550146,178758,178758,821,0,,,,,,,,2967891,1417745,1550146,1371388,178758,821
(주)제노텍,066830,2020/12,,,,,,,,7385760,2402812,4982948,3512565,3512565,3414036,-138756,,,,,,,,7385760,2402812,4982948,1470384,3512565,3414036
(주)제노텍,066830,2021/12,,,,,,,,6603065,1880759,4722306,3192767,3192767,3156418,0,,,,,,,,6603065,1880759,4722306,1529539,3192767,3156418
(주)제노텍,066830,2022/12,,,,,,,,5205993,1903178,3302815,1718310,1718310,1775271,20444,,,,,,,,5205993,1903178,3302815,1584505,1718310,1775271
(주)제이엠멀티,254160,2021/12,,,,,,,,,,,,,,,,,,,,,,13512147,9469716,4042431,4966345,-923914,3482609
(주)제이엠멀티,254160,2022/12,,,,,,,,,,,,,,,26967904,16870221,10097683,9401078,696605,-644610,-368380,15128063,9207298,5920765,5198757,722007,-362857
(주)젬,248020,2021/12,,,,,,,,,,,,,,,,,,,,,,18568300,13904219,4664081,7624362,-2960281,-4307986
(주)젬,248020,2022/12,,,,,,,,,,,,,,,18182729,13189531,4993197,6017415,-1024217,-3169286,-522734,18057929,13093862,4964068,5866410,-902343,-3092038
(주)지앤이헬스케어,299480,2018/12,,,,,,,,,,,,,,,,,,,,,,9252351,4765795,4486556,3444153,1042403,1091354
(주)지앤이헬스케어,299480,2019/12,,,,,,,,,,,,,,,,,,,,,,5000452,3308454,1691998,3228361,-1536364,-1584716
(주)지앤이헬스케어,299480,2020/12,,,,,,,,,,,,,,,,,,,,,,6292730,3017342,3275388,2462789,812599,544838
(주)지앤이헬스케어,299480,2021/12,,,,,,,,,,,,,,,,,,,,,,5026077,2781820,2244257,2859975,-615718,-953921
(주)지앤이헬스케어,299480,2022/12,,,,,,,,,,,,,,,4144634,1755473,2389160,2681918,-292758,-422096,38574,3784212,1763303,2020909,2289238,-268330,-419628
(주)지에프씨생명과학,388610,2022/12,,,,,,,,,,,,,,,,,,,,,,14158238,7954090,6204148,5601597,602551,234457
(주)진코스텍,250030,2019/12,,,,,,,,,,,,,,,,,,,,,,22663407,16285223,6378184,4286777,2091407,1777454
(주)진코스텍,250030,2020/12,26847558,19070041,7777516,3900869,3900869,2419884,362910,26847558,19070041,7777516,3902267,3902267,2420528,362910,26847558,19070041,7777516,3876647,3900869,2419884,362910,26847558,19070041,7777516,3875249,3902267,2420528
(주)진코스텍,250030,2021/12,14887214,12674858,2212357,-2747960,-2747960,-1457273,-1075473,14887214,12674858,2212357,-2747650,-2747650,-1408915,-1075473,14887214,12674858,2212357,4960317,-2747960,-1457273,-1075473,14887214,12674858,2212357,4960007,-2747650,-1408915
(주)진코스텍,250030,2022/12,17600849,15920954,1679894,-3194575,-3194575,-3250669,1405889,17600849,15920954,1679894,-3194190,-3194190,-3250669,1405889,17600849,15920954,1679894,4874469,-3194575,-3250669,1405889,17600849,15920954,1679894,4874084,-3194190,-3250669
(주)질경이,233990,2015/12,,,,,,,,,,,,,,,,,,,,,,5833090,154721,5678369,4653905,1024463,824514
(주)질경이,233990,2016/12,11297491,1086408,10211083,553194,553194,-13720669,31825,11297491,1086408,10211083,558574,558574,-13715292,31825,11297491,1086408,10211083,9657889,553194,-13720669,31825,11297491,1086408,10211083,9652509,558574,-13715292
(주)질경이,233990,2017/12,20555767,1299106,19256661,-1908685,-1908685,-1994447,-253854,20263136,1264602,18998534,-874032,-874032,-1954953,-253854,20555767,1299106,19256661,21165346,-1908685,-1994447,-253854,20263136,1264602,18998534,19872565,-874032,-1954953
(주)질경이,233990,2018/12,21533550,3364786,18168764,-2743935,-2743935,-2664200,376662,20684960,3277590,17407370,-1864972,-1864972,-2398285,376662,21533550,3364786,18168764,20912699,-2743935,-2664200,376662,20684960,3277590,17407370,19272342,-1864972,-2398285
(주)질경이,233990,2019/12,22909828,4438230,18471597,-411844,-411844,-1294608,5756,22280001,4405021,17874981,-139028,-139028,-1329328,5756,22909828,4438230,18471597,18883441,-411844,-1294608,5756,22280001,4405021,17874981,18014009,-139028,-1329328
(주)질경이,233990,2020/12,12278776,3416176,8862600,-1339974,-1339974,-833774,0,12217906,3386200,8831706,-1024350,-1024350,-936700,0,12278776,3416176,8862600,10202574,-1339974,-833774,0,12217906,3386200,8831706,9856056,-1024350,-936700
(주)질경이,233990,2021/12,10335646,3024569,7311078,-1896684,-1896684,-2222701,0,10352132,3041163,7310968,-1709506,-1709506,-2005106,0,10335646,3024569,7311078,9207761,-1896684,-2222701,0,10352132,3041163,7310968,9020474,-1709506,-2005106
(주)질경이,233990,2022/12,9091448,2508638,6582811,-971045,-971045,-1102090,0,9071945,2519336,6552609,-936912,-936912,-1095595,0,9091448,2508638,6582811,7553856,-971045,-1102090,0,9071945,2519336,6552609,7489521,-936912,-1095595
(주)카이바이오텍,446600,2022/12,,,,,,,,,,,,,,,,,,,,,,4483512,3316482,1167031,1670357,-503327,-571495
(주)케이씨산업,112190,2016/12,,,,,,,,,,,,,,,,,,,,,,52002399,46223496,5778903,3037653,2741250,405005
(주)케이씨산업,112190,2017/12,,,,,,,,54847563,49769750,5077812,907994,907994,863176,193489,,,,,,,,54847563,49769750,5077812,4169819,907994,863176
(주)케이씨산업,112190,2018/12,,,,,,,,68302358,57441763,10860595,5993069,5993069,4858658,569705,,,,,,,,68302358,57441763,10860595,4867526,5993069,4858658
(주)케이씨산업,112190,2019/12,,,,,,,,61047332,51480242,9567091,3459687,3459687,1893801,299069,,,,,,,,61047332,51480242,9567091,6107404,3459687,1893801
(주)케이씨산업,112190,2020/12,,,,,,,,73382798,61790862,11591936,5375632,5375632,1370327,-309899,,,,,,,,73382798,61790862,11591936,6216305,5375632,1370327
(주)케이씨산업,112190,2021/12,,,,,,,,74565619,64170752,10394867,3130493,3130493,1122839,-88460,,,,,,,,74565619,64170752,10394867,7264375,3130493,1122839
(주)케이씨산업,112190,2022/12,,,,,,,,82677114,71141837,11535276,1528281,1528281,1045844,614856,,,,,,,,82677114,71141837,11535276,10006996,1528281,1045844
(주)켈스,402420,2021/12,,,,,,,,,,,,,,,,,,,,,,6758048,3633348,3124700,3273569,-148869,-46447
(주)켈스,402420,2022/12,,,,,,,,12546511,9029615,3516895,-1707245,-1707245,-80836,0,,,,,,,,12546511,9029615,3516895,5224140,-1707245,-80836
(주)코나솔,176590,2022/12,,,,,,,,,,,,,,,,,,,,,,22076752,13864913,8211839,6495336,1716503,1586988
(주)코셋,189350,2013/12,,,,,,,,,,,,,,,,,,,,,,9780211,5779381,4000830,2168020,1832810,1571832
(주)코셋,189350,2014/12,,,,,,,,,,,,,,,,,,,,,,8198084,5550242,2647842,6565185,-3917343,-3346178
(주)코셋,189350,2015/12,,,,,,,,,,,,,,,,,,,,,,8399775,5214408,3185367,2762906,422461,1041421
(주)코셋,189350,2016/12,,,,,,,,,,,,,,,,,,,,,,10838751,7460566,3378185,3078691,299494,1041067
(주)코셋,189350,2017/12,,,,,,,,,,,,,,,,,,,,,,11842587,8294192,3548395,2869862,678533,449747
(주)코셋,189350,2018/12,,,,,,,,,,,,,,,,,,,,,,11126160,9397372,1728789,4180986,-2452197,-2419245
(주)코셋,189350,2019/12,,,,,,,,,,,,,,,,,,,,,,11667835,10117084,1550751,4498869,-2948119,-2867836
(주)코셋,189350,2020/12,,,,,,,,,,,,,,,,,,,,,,11144849,9396698,1748151,4724757,-2976607,-321498
(주)코셋,189350,2021/12,,,,,,,,,,,,,,,,,,,,,,8062964,7426213,636751,5040614,-4403863,-5714117
(주)코셋,189350,2022/12,,,,,,,,,,,,,,,,,,,,,,11872150,9001614,2870536,4404033,-1533497,-1813728
(주)큐러블,086460,2013/12,,,,,,,,,,,,,,,,,,,,,,1092413,576363,516049,760973,-244923,-314063
(주)큐러블,086460,2014/12,,,,,,,,,,,,,,,,,,,,,,929308,513149,416159,472345,-56186,1827550
(주)큐러블,086460,2015/12,,,,,,,,,,,,,,,,,,,,,,1112692,854884,257809,542642,-284833,3287247
(주)큐러블,086460,2016/12,,,,,,,,,,,,,,,,,,,,,,979511,819092,160419,565798,-405378,-1557764
(주)큐러블,086460,2017/12,,,,,,,,,,,,,,,,,,,,,,970847,846639,124209,378112,-253904,1501575
(주)큐러블,086460,2018/12,,,,,,,,,,,,,,,,,,,,,,919264,682619,236645,418380,-181735,6745115
(주)큐러블,086460,2019/12,,,,,,,,,,,,,,,,,,,,,,649464,513524,135940,422767,-286827,-4703614
(주)큐러블,086460,2020/12,,,,,,,,,,,,,,,,,,,,,,773821,793393,-19572,358270,-377843,5519314
(주)큐러블,086460,2021/12,,,,,,,,,,,,,,,,,,,,,,1194223,1047340,146882,341619,-194736,-4763105
(주)큐러블,086460,2022/12,387367,390228,-2861,-3063922,-3063922,-1338571,16477,387367,390228,-2861,-2921478,-2921478,-1338567,16477,387367,390228,-2861,3061061,-3063922,-1338571,16477,387367,390228,-2861,2918617,-2921478,-1338567
(주)큐엠씨,136660,2014/12,,,,,,,,13685817,11278850,2406967,-2249929,-2249929,-4117686,27421,,,,,,,,13685817,11278850,2406967,4656896,-2249929,-4117686
(주)큐엠씨,136660,2015/12,,,,,,,,,,,,,,,,,,,,,,7508671,15729891,-8221220,4483393,-12704613,-14523198
(주)큐엠씨,136660,2016/12,,,,,,,,,,,,,,,,,,,,,,11087535,11252334,-164799,3677803,-3842602,-4178139
(주)큐엠씨,136660,2017/12,54524509,39675266,14849243,9175323,9175323,3327935,114102,54512961,39373103,15139858,9670335,9670335,2903139,114102,54524509,39675266,14849243,5673920,9175323,3327935,114102,54512961,39373103,15139858,5469523,9670335,2903139
(주)큐엠씨,136660,2018/12,37567267,26059901,11507367,5615452,5615452,843400,-1407551,37567267,26059901,11507367,5843660,5843660,747943,-1407551,37567267,26059901,11507367,5891915,5615452,843400,-1407551,37567267,26059901,11507367,5663707,5843660,747943
(주)큐엠씨,136660,2019/12,,,,,,,,5274376,9021173,-3746797,-8264625,-8264625,-8212360,313916,,,,,,,,5274376,9021173,-3746797,4517828,-8264625,-8212360
(주)큐엠씨,136660,2020/12,,,,,,,,15034559,13434957,1599602,-2766624,-2766624,-2632657,-185529,,,,,,,,15034559,13434957,1599602,4366226,-2766624,-2632657
(주)큐엠씨,136660,2021/12,,,,,,,,10518780,11407822,-889042,-4698822,-4698822,-4507549,1358537,,,,,,,,10518780,11407822,-889042,3809779,-4698822,-4507549
(주)큐엠씨,136660,2022/12,,,,,,,,14831115,13259694,1571421,-2517228,-2517228,-2535973,-140832,,,,,,,,14831115,13259694,1571421,4088649,-2517228,-2535973
(주)타스컴,336040,2019/12,,,,,,,,,,,,,,,,,,,,,,8644434,8238241,406193,2746203,-2340010,-2311088
(주)타스컴,336040,2020/12,,,,,,,,,,,,,,,,,,,,,,9097635,8549293,548342,3553422,-3005079,-3451616
(주)타스컴,336040,2021/12,,,,,,,,,,,,,,,,,,,,,,10274721,9079812,1194909,4270967,-3076058,-40900435
(주)타스컴,336040,2022/12,,,,,,,,,,,,,,,,,,,,,,9012254,7864498,1147756,5770480,-4622724,-4698633
(주)타이드,346010,2022/12,,,,,,,,,,,,,,,,,,,,,,6831122,4572420,2258702,3991399,-1732698,-1862865
(주)타임기술,318660,2021/12,,,,,,,,,,,,,,,,,,,,,,3109764,1958551,1151213,870866,280348,168808
(주)타임기술,318660,2022/12,,,,,,,,,,,,,,,,,,,,,,3703428,2752526,950902,710805,240097,187481
(주)탈로스,434190,2022/12,,,,,,,,12856659,9573161,3283498,2330214,2330214,1338760,453521,,,,,,,,12856659,9573161,3283498,953284,2330214,1338760
(주)테크엔,308700,2018/12,,,,,,,,,,,,,,,,,,,,,,9355508,5256604,4098904,3692236,406669,101765
(주)테크엔,308700,2019/12,,,,,,,,,,,,,,,,,,,,,,9657833,8086107,1571726,3391136,-1819410,-1853767
(주)테크엔,308700,2020/12,,,,,,,,,,,,,,,,,,,,,,8681789,5543969,3137820,2823525,314295,235453
(주)테크엔,308700,2021/12,,,,,,,,,,,,,,,,,,,,,,6977962,5611099,1366863,2400226,-1033364,-1224852
(주)테크엔,308700,2022/12,,,,,,,,,,,,,,,,,,,,,,4117477,4112492,4985,1276907,-1271922,-1519388
(주)테크트랜스,258050,2018/12,,,,,,,,,,,,,,,,,,,,,,224177,793524,-569347,1406138,-1975487,-2010798
(주)테크트랜스,258050,2019/12,,,,,,,,,,,,,,,,,,,,,,82052,733227,-651176,1471779,-2122955,-2152910
(주)테크트랜스,258050,2020/12,,,,,,,,,,,,,,,,,,,,,,82406,488694,-406288,1160868,-1567157,-1674524
(주)테크트랜스,258050,2021/12,,,,,,,,,,,,,,,,,,,,,,176642,421624,-244982,790448,-1035431,-1060916
(주)테크트랜스,258050,2022/12,,,,,,,,,,,,,,,,,,,,,,131134,436352,-305218,978750,-1283968,-1361828
(주)티엘엔지니어링,413300,2022/12,,,,,,,,,,,,,,,,,,,,,,10633590,9047298,1586292,1488964,97328,-595755
(주)틸론,217880,2015/12,,,,,,,,,,,,,,,,,,,,,,5327643,2936793,2390850,3737995,-1347145,-1527451
(주)틸론,217880,2016/12,,,,,,,,,,,,,,,,,,,,,,6789503,3456068,3333435,3409841,-76406,-236681
(주)틸론,217880,2017/12,,,,,,,,,,,,,,,,,,,,,,9577811,6125108,3452703,3398106,54597,-168388
(주)틸론,217880,2018/12,,,,,,,,,,,,,,,,,,,,,,10461268,6259723,4201545,3876950,324595,1106268
(주)틸론,217880,2019/12,,,,,,,,,,,,,,,,,,,,,,10490757,8454607,2036150,6050831,-4014681,-5818642
(주)틸론,217880,2020/12,,,,,,,,,,,,,,,,,,,,,,9090865,6820963,2269902,7037232,-4767331,-8743362
(주)틸론,217880,2021/12,,,,,,,,,,,,,,,,,,,,,,12593664,6916219,5677445,7172720,-1495275,924454
(주)틸론,217880,2022/12,9759673,2732297,7027377,-888125,-888125,-1932174,0,9755423,2732297,7023127,-867991,-867991,-1909110,0,9759673,2732297,7027377,7915502,-888125,-1932174,0,9755423,2732297,7023127,7891117,-867991,-1909110
(주)파마리서치바이오,217950,2015/12,,,,,,,,,,,,,,,,,,,,,,2122216,25964,2096252,1879762,216490,-823471
(주)파마리서치바이오,217950,2016/12,,,,,,,,,,,,,,,,,,,,,,148760,7900,140860,5454925,-5314065,-4457812
(주)파마리서치바이오,217950,2017/12,,,,,,,,,,,,,,,,,,,,,,3377,2116,1261,6107809,-6106548,-6305570
(주)파마리서치바이오,217950,2018/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,6306864,-6306864,-1632263
(주)파마리서치바이오,217950,2019/12,,,,,,,,3251000,1317022,1933978,-392566,-392566,-851217,0,,,,,,,,3251000,1317022,1933978,2326544,-392566,-851217
(주)파마리서치바이오,217950,2020/12,,,,,,,,6309525,3933237,2376288,388241,388241,21230,0,,,,,,,,6309525,3933237,2376288,1988047,388241,21230
(주)파마리서치바이오,217950,2021/12,,,,,,,,10578986,5247762,5331223,2624941,2624941,2310520,0,,,,,,,,10578986,5247762,5331223,2706282,2624941,2310520
(주)파마리서치바이오,217950,2022/12,,,,,,,,12505985,5689483,6816502,2508572,2508572,3971020,-3447239,,,,,,,,12505985,5689483,6816502,4307930,2508572,3971020
(주)파워풀엑스,266870,2017/12,,,,,,,,,,,,,,,,,,,,,,13515768,3085624,10430144,9048520,1381624,1383600
(주)파워풀엑스,266870,2018/12,,,,,,,,,,,,,,,,,,,,,,13874400,3226331,10648068,9946574,701494,353018
(주)파워풀엑스,266870,2019/12,,,,,,,,15506225,4083096,11423128,-753602,-753602,-777811,-85577,,,,,,,,15506225,4083096,11423128,12176731,-753602,-777811
(주)파워풀엑스,266870,2020/12,,,,,,,,20393899,6564517,13829383,423019,423019,305278,-2193,,,,,,,,20393899,6564517,13829383,13406363,423019,305278
(주)파워풀엑스,266870,2021/12,,,,,,,,14447887,3002538,11445349,562594,562594,-189336,843,,,,,,,,14447887,3002538,11445349,10882755,562594,-189336
(주)파워풀엑스,266870,2022/12,,,,,,,,13276519,3167607,10108912,-907413,-907413,3396506,695594,,,,,,,,13276519,3167607,10108912,11016326,-907413,3396506
(주)판도라티비,202960,2014/12,,,,,,,,11570484,6298735,5271749,1725035,1725035,1197861,0,,,,,,,,11570484,6298735,5271749,3546715,1725035,1197861
(주)판도라티비,202960,2015/12,10423951,6300411,4123540,-537135,-537135,-1569790,0,10413146,6257970,4155176,-465523,-465523,-1499891,0,10423951,6300411,4123540,4660675,-537135,-1569790,0,10413146,6257970,4155176,4620699,-465523,-1499891
(주)판도라티비,202960,2016/12,13518115,8097075,5421039,228571,228571,308074,-127279,11694043,7539560,4154482,275481,275481,82660,-199522,13518115,8097075,5421039,5192468,228571,308074,-127279,11694043,7539560,4154482,3879002,275481,82660
(주)판도라티비,202960,2017/12,19109635,9614215,9495420,2280445,2280445,2070647,253089,10930655,7352902,3577753,851425,851425,869432,0,19109635,9614215,9495420,7214976,2280445,2070647,253089,10930655,7352902,3577753,2726328,851425,869432
(주)판도라티비,202960,2018/12,16826178,8329271,8496907,1502548,1502548,-2173091,189782,8459782,5418455,3041327,374562,374562,-2283834,156352,16826178,8329271,8496907,6994359,1502548,-2173091,189782,8459782,5418455,3041327,2666765,374562,-2283834
(주)판도라티비,202960,2019/12,13121628,6600624,6521004,663984,663984,138148,1271004,4822003,3232919,1589084,-547142,-547142,121162,9916,13121628,6600624,6521004,5857020,663984,138148,1271004,4822003,3232919,1589084,2136226,-547142,121162
(주)판도라티비,202960,2020/12,13021809,6203823,6817986,759284,759284,391511,115613,4201878,2112240,2089638,-278448,-278448,91749,0,13021809,6203823,6817986,6058702,759284,391511,115613,4201878,2112240,2089638,2368085,-278448,91749
(주)판도라티비,202960,2021/12,15527910,6634233,8893677,2734171,2734171,2519075,187566,5845943,1872344,3973599,1536104,1536104,2029861,0,15527910,6634233,8893677,6159507,2734171,2519075,187566,5845943,1872344,3973599,2437496,1536104,2029861
(주)판도라티비,202960,2022/12,15148366,7053160,8095206,717278,717278,951069,161246,5383707,2008065,3375642,-359155,-359155,443023,0,15148366,7053160,8095206,7377927,717278,951069,161246,5383707,2008065,3375642,3734797,-359155,443023
(주)펨토바이오메드,327610,2019/12,,,,,,,,210865,174609,36256,-2803905,-2803905,-4548697,0,,,,,,,,210865,174609,36256,2840161,-2803905,-4548697
(주)펨토바이오메드,327610,2020/12,,,,,,,,250432,464130,-213698,-3571483,-3571483,-3570699,0,,,,,,,,250432,464130,-213698,3357785,-3571483,-3570699
(주)펨토바이오메드,327610,2021/12,,,,,,,,230494,357300,-126806,-4005926,-4005926,-9335939,0,,,,,,,,230494,357300,-126806,3879119,-4005926,-9335939
(주)펨토바이오메드,327610,2022/12,,,,,,,,183372,120409,62962,-5718123,-5718123,-1225297,0,,,,,,,,183372,120409,62962,5781085,-5718123,-1225297
