회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01220010]매출원가(*)(연결)(천원),[U01221340]매출총이익(손실)(연결)(천원),[U01222170]판매비와관리비(영업비용)(*)(연결)(천원),[U01230000]영업이익(손실)(연결)(천원),[U01290000]법인세비용차감전(계속사업)손익(연결)(천원),[U01290100](계속사업손익)법인세비용(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원)
(주)플럼라인생명과학,222670,2015/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,2267887,-2267887,-7023721
(주)플럼라인생명과학,222670,2016/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,2260026,-2260026,-3183301
(주)플럼라인생명과학,222670,2017/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,2648534,-2648534,-3579072
(주)플럼라인생명과학,222670,2018/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,2042559,-2042559,-3207419
(주)플럼라인생명과학,222670,2019/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,3885700,-3885700,-4390201
(주)플럼라인생명과학,222670,2020/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,1604434,-1604434,-1531637
(주)플럼라인생명과학,222670,2021/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,1558579,-1558579,-1814877
(주)플럼라인생명과학,222670,2022/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,1436046,-1436046,-1761415
(주)피노텍,150440,2014/12,,,,,,,,,,,,,,,,,,,,,,2746753,1630049,1116703,2601938,-1485235,-2431277
(주)피노텍,150440,2015/12,,,,,,,,,,,,,,,,,,,,,,6279043,4228048,2050995,3976768,-1925773,-1495389
(주)피노텍,150440,2016/12,,,,,,,,10910392,8455867,2454526,-2289498,-2289498,-2447851,-25109,,,,,,,,10910392,8455867,2454526,4744024,-2289498,-2447851
(주)피노텍,150440,2017/12,,,,,,,,11030824,8527371,2503453,-2884634,-2884634,-3692942,-101674,,,,,,,,11030824,8527371,2503453,5388087,-2884634,-3692942
(주)피노텍,150440,2018/12,21566238,14229054,7337184,2042970,2042970,650894,-79577,20826528,14229054,6597474,1843766,1843766,451691,-123402,21566238,14229054,7337184,5294214,2042970,650894,-79577,20826528,14229054,6597474,4753708,1843766,451691
(주)피노텍,150440,2019/12,16094369,11930868,4163501,-1113718,-1113718,-1737109,0,16094369,11930868,4163501,-915373,-915373,-1564240,0,16094369,11930868,4163501,5277219,-1113718,-1737109,0,16094369,11930868,4163501,5078874,-915373,-1564240
(주)피노텍,150440,2020/12,,,,,,,,8643717,6631724,2011992,-1043339,-1043339,-766242,224738,,,,,,,,8643717,6631724,2011992,3055331,-1043339,-766242
(주)피노텍,150440,2021/12,,,,,,,,12861275,10694426,2166849,-1504053,-1504053,-2560990,0,,,,,,,,12861275,10694426,2166849,3670902,-1504053,-2560990
(주)피노텍,150440,2022/12,,,,,,,,10428760,9434337,994424,-2757073,-2757073,-10082280,0,,,,,,,,10428760,9434337,994424,3751496,-2757073,-10082280
(주)한국미라클피플사,331660,2019/12,,,,,,,,,,,,,,,,,,,,,,22768889,10599944,12168945,14624040,-2455095,-2779745
(주)한국미라클피플사,331660,2020/12,,,,,,,,31754532,17761401,13993131,1446586,1446586,848249,250929,,,,,,,,31754532,17761401,13993131,12546546,1446586,848249
(주)한국미라클피플사,331660,2021/12,,,,,,,,22463884,14364154,8099730,-2212980,-2212980,-2368307,579141,,,,,,,,22463884,14364154,8099730,10312710,-2212980,-2368307
(주)한국미라클피플사,331660,2022/12,,,,,,,,29945359,19771446,10173913,387897,387897,-591110,63740,,,,,,,,29945359,19771446,10173913,9786015,387897,-591110
(주)한중엔시에스,107640,2013/12,61116365,51691981,9424384,2323423,2323423,1592962,669836,61116365,51691981,9424384,2323423,2323423,1592962,669836,61116365,51691981,9424384,7100961,2323423,1592962,669836,61116365,51691981,9424384,7100961,2323423,1592962
(주)한중엔시에스,107640,2014/12,,,,,,,,,,,,,,,,,,,,,,58166333,50375651,7790682,8970316,-1179633,-663328
(주)한중엔시에스,107640,2015/12,,,,,,,,,,,,,,,,,,,,,,63548206,56359323,7188883,7108377,80506,592565
(주)한중엔시에스,107640,2016/12,72549060,63624806,8924254,518971,518971,-1601723,-527016,72549060,63624806,8924254,512030,512030,-1608664,-528060,72549060,63624806,8924254,8405282,518971,-1601723,-527016,72549060,63624806,8924254,8412223,512030,-1608664
(주)한중엔시에스,107640,2017/12,70086308,61446717,8639590,271912,271912,-1735486,-463638,70698620,61445613,9253007,967932,967932,-1041039,-461716,70086308,61446717,8639590,8367678,271912,-1735486,-463638,70698620,61445613,9253007,8285075,967932,-1041039
(주)한중엔시에스,107640,2018/12,75382745,63024196,12358549,3562683,3562683,1607869,387413,75393247,63544470,11848778,3165930,3165930,1219634,387413,75382745,63024196,12358549,8795865,3562683,1607869,387413,75393247,63544470,11848778,8682848,3165930,1219634
(주)한중엔시에스,107640,2019/12,82543625,71446937,11096688,2229516,2229516,323413,32390,82880600,71652237,11228363,2504347,2504347,614967,28991,82543625,71446937,11096688,8867171,2229516,323413,32390,82880600,71652237,11228363,8724016,2504347,614967
(주)한중엔시에스,107640,2020/12,71164979,66588784,4576194,-3656300,-3656300,-5666970,-1399229,71347220,66622872,4724348,-3278006,-3278006,-5332023,-1400269,71164979,66588784,4576194,8232494,-3656300,-5666970,-1399229,71347220,66622872,4724348,8002354,-3278006,-5332023
(주)한중엔시에스,107640,2021/12,89564030,78892759,10671270,1688714,1688714,-1808079,50753,89298520,78617463,10681057,1888499,1888499,-1627781,50674,89564030,78892759,10671270,8982556,1688714,-1808079,50753,89298520,78617463,10681057,8792558,1888499,-1627781
(주)한중엔시에스,107640,2022/12,88517278,89872549,-1355271,-13924874,-13924874,-20368183,-104155,88546487,89661985,-1115498,-13916952,-13916952,-21089534,-104226,88517278,89872549,-1355271,12569603,-13924874,-20368183,-104155,88546487,89661985,-1115498,12801454,-13916952,-21089534
(주)휴벡셀,212310,2016/12,,,,,,,,,,,,,,,,,,,,,,7207625,4068635,3138990,4415536,-1276546,-1549616
(주)휴벡셀,212310,2017/12,,,,,,,,,,,,,,,,,,,,,,8150392,3525708,4624684,5252997,-628313,-1618612
(주)휴벡셀,212310,2018/12,,,,,,,,,,,,,,,7268853,2478963,4789890,6866790,-2076900,-2712354,-58651,6144488,2271277,3873211,4274916,-401705,-1014004
(주)휴벡셀,212310,2019/12,,,,,,,,,,,,,,,6508092,2976623,3531469,6425500,-2894031,-5233191,664298,3697946,3734009,-36063,8751353,-8787416,-11111474
(주)휴벡셀,212310,2020/12,,,,,,,,,,,,,,,8117494,4940190,3177304,6541490,-3364186,-4668503,0,6280750,5092590,1188160,3550697,-2362536,-4569781
(주)휴벡셀,212310,2021/12,,,,,,,,,,,,,,,6727461,4367803,2359658,5355821,-2996164,-5236216,0,4367942,3689656,678286,3168609,-2490322,-5236216
(주)휴벡셀,212310,2022/12,,,,,,,,,,,,,,,7229240,4952201,2277039,6081144,-3804105,-3566639,0,4918706,4941947,-23241,3481987,-3505228,-3062785
도부마스크 (주),227420,2016/12,136186074,123319029,12867046,40460,40460,-1869526,174607,2775467,0,2775467,-488318,-488318,-1082881,242198,136186074,123319029,12867046,12826586,40460,-1869526,174607,2775467,0,2775467,3263786,-488318,-1082881
도부마스크 (주),227420,2017/12,14921920,10582822,4339098,-458525,-458525,-4211019,230268,12251168,0,12251168,-1646,-1646,-5156671,238234,14921920,10582822,4339098,4797623,-458525,-4211019,230268,12251168,0,12251168,12252815,-1646,-5156671
도부마스크 (주),227420,2018/12,12559649,9264785,3294864,150055,150055,-3124956,126233,10565310,9010894,1554416,208374,208374,-3177320,126233,12559649,9264785,3294864,3144809,150055,-3124956,126233,10565310,9010894,1554416,1346043,208374,-3177320
도부마스크 (주),227420,2019/12,4493898,787087,3706811,-3526711,-3526711,-5596405,-28555,3469876,504800,2965076,-3340473,-3340473,-5442348,-28555,4493898,787087,3706811,7233522,-3526711,-5596405,-28555,3469876,504800,2965076,6305549,-3340473,-5442348
도부마스크 (주),227420,2020/12,,,,,,,,124052196,80221880,43830316,34052852,34052852,32338609,6299921,,,,,,,,124052196,80221880,43830316,9777463,34052852,32338609
도부마스크 (주),227420,2021/12,,,,,,,,5171798,8719576,-3547778,-12111007,-12111007,-11730257,-1756249,,,,,,,,5171798,8719576,-3547778,8563230,-12111007,-11730257
도부마스크 (주),227420,2022/12,,,,,,,,4713863,11521991,-6808128,-13795522,-13795522,-15668206,0,,,,,,,,4713863,11521991,-6808128,6987394,-13795522,-15668206
럭스피아(주),092590,2015/12,,,,,,,,,,,,,,,,,,,,,,9372577,6945375,2427202,1821147,606055,598556
럭스피아(주),092590,2016/12,,,,,,,,,,,,,,,,,,,,,,10333502,7846355,2487147,1912289,574858,391184
럭스피아(주),092590,2017/12,,,,,,,,,,,,,,,,,,,,,,11166765,8430496,2736270,2127652,608617,515179
럭스피아(주),092590,2018/12,,,,,,,,,,,,,,,,,,,,,,12154241,9152250,3001991,2320661,681330,607506
럭스피아(주),092590,2019/12,,,,,,,,,,,,,,,,,,,,,,15303200,11172113,4131087,2251320,1879766,1481076
럭스피아(주),092590,2020/12,,,,,,,,,,,,,,,,,,,,,,22463818,15544340,6919478,2986754,3932723,3975987
럭스피아(주),092590,2021/12,,,,,,,,,,,,,,,,,,,,,,16681410,12372678,4308732,3271624,1037108,1037352
럭스피아(주),092590,2022/12,,,,,,,,,,,,,,,,,,,,,,14824681,11234423,3590258,2533375,1056883,535309
베른(주),322190,2020/12,,,,,,,,,,,,,,,,,,,,,,10090820,10020362,70458,2113298,-2042840,-1883159
베른(주),322190,2021/12,,,,,,,,,,,,,,,,,,,,,,9088622,9785209,-696587,2263631,-2960217,-3573082
베른(주),322190,2022/12,,,,,,,,,,,,,,,4020737,4292646,-271910,2968885,-3240795,-3419171,-4085,3528654,4310374,-781720,2427571,-3209291,-3415086
뿌리깊은나무들(주),266170,2017/12,1778924,153643,1625281,-453675,-453675,210028,61071,243528,153643,89885,-486588,-486588,177273,61071,1778924,153643,1625281,2078955,-453675,210028,61071,243528,153643,89885,576473,-486588,177273
뿌리깊은나무들(주),266170,2018/12,1314460,1004848,309611,-696948,-696948,-2106622,-370092,567170,316437,250732,-360320,-360320,-1808150,-370092,1314460,1004848,309611,1006559,-696948,-2106622,-370092,567170,316437,250732,611052,-360320,-1808150
뿌리깊은나무들(주),266170,2019/12,1826882,1559076,267806,-2082805,-2082805,-5642968,307057,1471024,1284053,186971,-1938129,-1938129,-5540591,307057,1826882,1559076,267806,2350611,-2082805,-5642968,307057,1471024,1284053,186971,2125100,-1938129,-5540591
뿌리깊은나무들(주),266170,2020/12,,,,,,,,3641282,1095727,2545555,736812,736812,588833,0,,,,,,,,3641282,1095727,2545555,1808743,736812,588833
뿌리깊은나무들(주),266170,2021/12,776152,800343,-24191,-2712687,-2712687,-5927862,0,776152,800343,-24191,-2371088,-2371088,-5585967,0,776152,800343,-24191,2688496,-2712687,-5927862,0,776152,800343,-24191,2346897,-2371088,-5585967
뿌리깊은나무들(주),266170,2022/12,1290129,1186603,103525,-2202323,-2202323,-1228419,0,1290129,1186603,103525,-1923263,-1923263,-1292534,0,1290129,1186603,103525,2305848,-2202323,-1228419,0,1290129,1186603,103525,2026788,-1923263,-1292534
아이케이세미콘(주),149010,2014/12,,,,,,,,,,,,,,,,,,,,,,15134286,11289117,3845169,2798017,1047152,600304
아이케이세미콘(주),149010,2015/12,15201966,12221657,2980308,-719557,-719557,-1948972,9762,15004871,12180979,2823892,-704690,-704690,-1921902,9762,15201966,12221657,2980308,3699865,-719557,-1948972,9762,15004871,12180979,2823892,3528582,-704690,-1921902
아이케이세미콘(주),149010,2016/12,16330813,12413255,3917557,967957,967957,798249,-498932,16265182,12489761,3775422,940994,940994,796342,-471480,16330813,12413255,3917557,2949600,967957,798249,-498932,16265182,12489761,3775422,2834428,940994,796342
아이케이세미콘(주),149010,2017/12,15623007,11941243,3681763,586090,586090,57923,-418715,15598421,12000269,3598152,614220,614220,101906,-412932,15623007,11941243,3681763,3095673,586090,57923,-418715,15598421,12000269,3598152,2983932,614220,101906
아이케이세미콘(주),149010,2018/12,12937665,9081365,3856300,540486,540486,479973,53960,12875967,9151281,3724686,518770,518770,469475,50177,12937665,9081365,3856300,3315814,540486,479973,53960,12875967,9151281,3724686,3205916,518770,469475
아이케이세미콘(주),149010,2019/12,12551297,8712324,3838973,653639,653639,662445,57992,12420242,8714251,3705991,634470,634470,645598,53819,12551297,8712324,3838973,3185334,653639,662445,57992,12420242,8714251,3705991,3071522,634470,645598
아이케이세미콘(주),149010,2020/12,12476220,8702558,3773663,840447,840447,743649,132574,12236748,8602258,3634490,826760,826760,722601,130120,12476220,8702558,3773663,2933215,840447,743649,132574,12236748,8602258,3634490,2807730,826760,722601
아이케이세미콘(주),149010,2021/12,18917275,12814231,6103044,2499428,2499428,2204932,354901,18704811,12730560,5974250,2435302,2435302,2114804,347890,18917275,12814231,6103044,3603617,2499428,2204932,354901,18704811,12730560,5974250,3538948,2435302,2114804
아이케이세미콘(주),149010,2022/12,21395094,13751485,7643609,3965037,3965037,3710370,687034,21259554,13682864,7576690,3926360,3926360,3669631,683784,21395094,13751485,7643609,3678572,3965037,3710370,687034,21259554,13682864,7576690,3650330,3926360,3669631
아퓨어스(주),149300,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
아퓨어스(주),149300,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
아퓨어스(주),149300,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
아퓨어스(주),149300,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
아퓨어스(주),149300,2019/12,,,,,,,,502293,402145,100147,-4004611,-4004611,-7797760,13722,,,,,,,,502293,402145,100147,4104758,-4004611,-7797760
아퓨어스(주),149300,2020/12,,,,,,,,364646,237495,127152,-4447796,-4447796,-11280079,0,,,,,,,,364646,237495,127152,4574948,-4447796,-11280079
아퓨어스(주),149300,2021/12,,,,,,,,868721,379115,489607,-4967738,-4967738,-2755724,-748,,,,,,,,868721,379115,489607,5457344,-4967738,-2755724
아퓨어스(주),149300,2022/12,,,,,,,,785477,585171,200306,-4350197,-4350197,-5268649,-31845,,,,,,,,785477,585171,200306,4550503,-4350197,-5268649
애니메디솔루션(주),390110,2022/12,,,,,,,,655390,1048758,-393368,-6470740,-6470740,-7014810,0,,,,,,,,655390,1048758,-393368,6077372,-6470740,-7014810
에스케이시그넷(주),260870,2017/12,,,,,,,,,,,,,,,,,,,,,,31681182,26183866,5497317,4136282,1361035,-800049
에스케이시그넷(주),260870,2018/12,,,,,,,,,,,,,,,,,,,,,,45894957,35459693,10435264,8108303,2326961,-9705757
에스케이시그넷(주),260870,2019/12,,,,,,,,,,,,,,,,,,,,,,42416229,29543691,12872538,12362537,510000,-2883732
에스케이시그넷(주),260870,2020/12,,,,,,,,,,,,,,,,,,,,,,61889888,42698391,19191496,15664124,3527372,1138055
에스케이시그넷(주),260870,2021/12,,,,,,,,,,,,,,,,,,,,,,79969402,57335593,22633809,20278015,2355794,-357080
에스케이시그넷(주),260870,2022/12,,,,,,,,,,,,,,,162288195,106443989,55844206,52880670,2963536,8398231,1133000,162631496,106624290,56007207,52521357,3485850,8715768
에이치엔에스하이텍(주),044990,2015/12,32728553,21847383,10881170,-1609615,-1609615,-1761836,-880270,32697574,21721392,10976182,-1456734,-1456734,-1869631,-871655,32728553,21847383,10881170,12490785,-1609615,-1761836,-880270,32697574,21721392,10976182,12432917,-1456734,-1869631
에이치엔에스하이텍(주),044990,2016/12,33543060,23076674,10466386,-1178855,-1178855,-721024,-536504,33592044,23067203,10524841,-990529,-990529,-497080,-526453,33543060,23076674,10466386,11645241,-1178855,-721024,-536504,33592044,23067203,10524841,11515370,-990529,-497080
에이치엔에스하이텍(주),044990,2017/12,40702125,30125033,10577092,-2715006,-2715006,-3896168,-182349,40111272,26769544,13341728,2161122,2161122,1382963,-176579,40702125,30125033,10577092,13292098,-2715006,-3896168,-182349,40111272,26769544,13341728,11180605,2161122,1382963
에이치엔에스하이텍(주),044990,2018/12,39112791,30256915,8855876,-4335952,-4335952,-4285174,-261155,38226302,26776936,11449366,338195,338195,878756,-258881,39112791,30256915,8855876,13191829,-4335952,-4285174,-261155,38226302,26776936,11449366,11111172,338195,878756
에이치엔에스하이텍(주),044990,2019/12,45644896,35288472,10356424,-2737583,-2737583,-2951208,-140443,44110539,30913478,13197061,1683466,1683466,-11013674,-272757,45644896,35288472,10356424,13094006,-2737583,-2951208,-140443,44110539,30913478,13197061,11513595,1683466,-11013674
에이치엔에스하이텍(주),044990,2020/12,82414633,64782219,17632414,3460189,3460189,2465575,945518,78873321,59638379,19234942,6384628,6384628,497318,595760,82414633,64782219,17632414,14172225,3460189,2465575,945518,78873321,59638379,19234942,12850313,6384628,497318
에이치엔에스하이텍(주),044990,2021/12,87343540,62602491,24741049,10070098,10070098,11295592,1017263,81335921,57895640,23440281,10512773,10512773,11427884,1262701,87343540,62602491,24741049,14670951,10070098,11295592,1017263,81335921,57895640,23440281,12927508,10512773,11427884
에이치엔에스하이텍(주),044990,2022/12,97202608,57643411,39559197,21602583,21602583,21355167,2013522,94895302,55299904,39595398,22366060,22366060,23497004,2161544,97202608,57643411,39559197,17956614,21602583,21355167,2013522,94895302,55299904,39595398,17229338,22366060,23497004
에이치엘비사이언스(주),343090,2020/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,4317820,-4317820,-4308400
에이치엘비사이언스(주),343090,2021/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,4802044,-4802044,-5051965
에이치엘비사이언스(주),343090,2022/12,,,,,,,,,,,,,,,,,,,,,,0,0,0,3967888,-3967888,-4768746
에이펙스인텍(주),207490,2018/12,,,,,,,,,,,,,,,,,,,,,,25554105,15587253,9966852,8143486,1823366,1228390
에이펙스인텍(주),207490,2019/12,,,,,,,,,,,,,,,,,,,,,,20425914,13594616,6831299,5934624,896675,377291
에이펙스인텍(주),207490,2020/12,,,,,,,,20653383,14995468,5657915,594412,594412,499957,-246831,,,,,,,,20653383,14995468,5657915,5063502,594412,499957
에이펙스인텍(주),207490,2021/12,,,,,,,,21131027,16280260,4850767,179486,179486,86425,-28252,,,,,,,,21131027,16280260,4850767,4671281,179486,86425
에이펙스인텍(주),207490,2022/12,,,,,,,,21205746,14881571,6324175,62002,62002,-275322,-354187,,,,,,,,21205746,14881571,6324175,6262173,62002,-275322
위월드(주),140660,2013/12,,,,,,,,,,,,,,,,,,,,,,8012333,4624271,3388062,3278471,109591,-1286638
위월드(주),140660,2014/12,,,,,,,,,,,,,,,,,,,,,,9258812,6346218,2912594,3368746,-456151,-1445782
위월드(주),140660,2015/12,,,,,,,,,,,,,,,,,,,,,,12290734,6386948,5903786,3731822,2171964,1955628
위월드(주),140660,2016/12,,,,,,,,,,,,,,,,,,,,,,10415721,6192249,4223472,2802089,1421383,1445893
위월드(주),140660,2017/12,,,,,,,,,,,,,,,,,,,,,,7573813,5853605,1720207,2653438,-933230,-1170757
위월드(주),140660,2018/12,,,,,,,,,,,,,,,,,,,,,,8138627,5158688,2979939,2349033,630906,669946
위월드(주),140660,2019/12,,,,,,,,,,,,,,,,,,,,,,6387844,4307111,2080733,2596931,-516198,-434002
위월드(주),140660,2020/12,,,,,,,,,,,,,,,,,,,,,,5121163,3318576,1802587,2486515,-683928,-652537
위월드(주),140660,2021/12,,,,,,,,,,,,,,,,,,,,,,8376327,4723391,3652935,2065787,1587148,1680440
위월드(주),140660,2022/12,,,,,,,,,,,,,,,,,,,,,,7171772,4383440,2788333,2044023,744309,835429
이성씨엔아이(주),379390,2021/12,,,,,,,,,,,,,,,,,,,,,,9153132,7559361,1593771,1525321,68450,-2604834
이성씨엔아이(주),379390,2022/12,,,,,,,,,,,,,,,13829208,10675494,3153714,4057661,-903947,-1300389,337197,11782184,8776810,3005374,1196810,1808565,14411
인바이츠바이오코아(주),216400,2015/12,,,,,,,,,,,,,,,,,,,,,,21238376,16666619,4571757,3726042,845716,814963
인바이츠바이오코아(주),216400,2016/12,,,,,,,,24389518,18970773,5418744,1825992,1825992,1837705,224506,,,,,,,,24389518,18970773,5418744,3592753,1825992,1837705
인바이츠바이오코아(주),216400,2017/12,,,,,,,,24645829,19725736,4920093,1408978,1408978,135044,9524,,,,,,,,24645829,19725736,4920093,3511115,1408978,135044
인바이츠바이오코아(주),216400,2018/12,,,,,,,,21490641,17510242,3980399,294038,294038,-3945902,-494512,,,,,,,,21490641,17510242,3980399,3686361,294038,-3945902
인바이츠바이오코아(주),216400,2019/12,,,,,,,,20908002,16123024,4784979,1342174,1342174,1409030,297441,,,,,,,,20908002,16123024,4784979,3442805,1342174,1409030
인바이츠바이오코아(주),216400,2020/12,,,,,,,,23591644,17535768,6055876,2133443,2133443,2328871,348283,,,,,,,,23591644,17535768,6055876,3922432,2133443,2328871
인바이츠바이오코아(주),216400,2021/12,,,,,,,,20233763,13646661,6587101,2268751,2268751,708684,139,,,,,,,,20233763,13646661,6587101,4318350,2268751,708684
인바이츠바이오코아(주),216400,2022/12,25356985,15131045,10225940,2822491,2822491,-2470042,76052,25340013,15054639,10285374,4173733,4173733,-1134741,144815,25356985,15131045,10225940,7403450,2822491,-2470042,76052,25340013,15054639,10285374,6111641,4173733,-1134741
코스텍시스템(주),169670,2022/12,,,,,,,,,,,,,,,,,,,,,,26586250,18034572,8551679,7673298,878380,1241784
크로넥스(주),215570,2015/12,,,,,,,,,,,,,,,,,,,,,,1100089,495573,604516,855115,-250598,-307170
크로넥스(주),215570,2016/12,,,,,,,,,,,,,,,,,,,,,,1452496,1593637,-141142,878710,-1019851,-1083362
크로넥스(주),215570,2017/12,,,,,,,,,,,,,,,,,,,,,,2086170,1442491,643679,932647,-288968,-505807
크로넥스(주),215570,2018/12,,,,,,,,,,,,,,,,,,,,,,2852490,2232542,619948,1256590,-636642,-623718
크로넥스(주),215570,2019/12,,,,,,,,,,,,,,,,,,,,,,3814752,3668568,146184,1486502,-1340318,-1440490
크로넥스(주),215570,2020/12,,,,,,,,,,,,,,,,,,,,,,2712025,2677831,34194,1468950,-1434756,-1517609
크로넥스(주),215570,2021/12,,,,,,,,,,,,,,,,,,,,,,3280065,2650487,629578,2232215,-1602637,-2280456
크로넥스(주),215570,2022/12,,,,,,,,,,,,,,,4495635,3481006,1014629,1704958,-690329,-2322967,0,4495635,3481006,1014629,1704958,-690329,-2896292
태양기계(주),116100,2013/12,,,,,,,,,,,,,,,,,,,,,,33076928,28831295,4245634,1879961,2365673,1509203
태양기계(주),116100,2014/12,,,,,,,,,,,,,,,,,,,,,,34811367,32428926,2382441,2160499,221942,-830348
태양기계(주),116100,2015/12,,,,,,,,,,,,,,,,,,,,,,33006170,29733772,3272398,2211343,1061055,452767
태양기계(주),116100,2016/12,,,,,,,,,,,,,,,,,,,,,,24776810,21831048,2945762,2147152,798610,240832
태양기계(주),116100,2017/12,,,,,,,,,,,,,,,,,,,,,,25484967,22720572,2764395,1940092,824302,-11630835
태양기계(주),116100,2018/12,,,,,,,,,,,,,,,,,,,,,,21721835,18612822,3109013,2061936,1047078,82870
태양기계(주),116100,2019/12,,,,,,,,,,,,,,,,,,,,,,22205040,19857350,2347690,1915533,432157,-187640
태양기계(주),116100,2020/12,,,,,,,,,,,,,,,,,,,,,,20501032,18259551,2241481,1711149,530332,-1092883
태양기계(주),116100,2021/12,,,,,,,,,,,,,,,,,,,,,,25910417,22716573,3193844,1845523,1348321,1175535
태양기계(주),116100,2022/12,,,,,,,,,,,,,,,,,,,,,,32289218,28314313,3974904,2084439,1890465,920243
퓨쳐메디신(주),341170,2022/12,0,0,0,-8047867,-8047867,-7277781,0,0,0,0,-7578444,-7578444,-6999528,0,0,0,0,8047867,-8047867,-7277781,0,0,0,0,7578444,-7578444,-6999528
